id,nom,sexe,région,âge,culture
4292,Adama Keita,F,Thiès,42,mil
4293,Coumba Ndoye,F,Mbour,44,sésame
4294,Bineta Diouf,F,Matam,28,mais
4295,Babacar Sy,M,Diourbel,32,autres
4296,Aminata Diallo,F,Mbour,60,manioc
4297,Fatou Camara,F,Mbour,64,arachide
4298,Pape Sy,M,Kaolack,49,légumes
4299,Coumba Balde,F,Kolda,33,haricot
4300,Seynabou Toure,F,Tivaouane,25,mais
4301,Mamadou Sarr Diop,M,Tambacounda,21,fruits
4302,Aissatou Gassama,F,Louga,51,autres
4303,Moussa Thiam,M,Saint-Louis,60,arachide
4304,Mamadou Ndiaye Fall,M,Thiès,23,coton
4305,Aissatou Thiam,F,Saint-Louis,51,autres
4306,Maty Sarr,F,Louga,58,sésame
4307,Sidy Diallo,M,Dakar,40,sésame
4308,Khady Bamba,F,Thiès,64,haricot
4309,Mamadou Boubacar Diop,M,Diourbel,43,mais
4310,Cheikh Diallo,M,Tambacounda,29,mais
4311,Adama Diallo,F,Tivaouane,61,coton
4312,Adama Koulibaly,F,Kaolack,23,légumes
4313,Khady Bamba,F,Tivaouane,39,mais
4314,El Hadji Kouyaté,M,Tambacounda,64,coton
4315,Sidy Cissé,M,Mbour,57,sésame
4316,El Hadji Keita,M,Diourbel,35,légumes
4317,helene Sall,F,Sédhiou,19,légumes
4318,Bineta Kane,F,Kaolack,64,manioc
4319,Mamadou Ndiaye Ndoye,M,Matam,19,igname
4320,helene Ba,F,Matam,37,mais
4321,Mamadou Sy,M,Tambacounda,29,mais
4322,Fatou Sy,F,Fatick,48,manioc
4323,Mamadou Lamine Thiam,M,Thiès,25,haricot
4324,helene Kouyaté,F,Thiès,61,sésame
4325,helene Kouyaté,F,Dakar,58,fruits
4326,Mamadou Diop Dieng,M,Matam,54,mais
4327,Rokhaya Diagne,F,Tambacounda,35,légumes
4328,Mamadou Diop Kouyaté,M,Matam,50,mil
4329,El Hadji Cissé,M,Louga,20,riz
4330,Bineta Faye,F,Sédhiou,41,coton
4331,Ndeye Cissé,F,Kaolack,22,mil
4332,Cheikh Kouyaté,M,Saint-Louis,55,légumes
4333,Coumba Gassama,F,Sédhiou,65,autres
4334,Babacar Faye,M,Louga,18,légumes
4335,Pape Diakhate,M,Tambacounda,61,manioc
4336,Babacar Sarr,M,Tivaouane,36,manioc
4337,Modou Kane,M,Kaolack,50,fruits
4338,Bineta Diouf,F,Kaolack,65,igname
4339,Mamadou Diop Camara,M,Louga,34,haricot
4340,Rokhaya Balde,F,Kaolack,35,mais
4341,Bineta Diagne,F,Matam,58,sésame
4342,Mamadou Diop Diagne,M,Matam,42,mais
4343,Sidy Sy,M,Sédhiou,63,arachide
4344,Pape Cissé,M,Mbour,40,mil
4345,helene Fofana,F,Diourbel,54,riz
4346,Mamadou Lamine Sow,M,Tambacounda,63,fruits
4347,Ndeye Sow,F,Saint-Louis,27,mil
4348,Cheikh Camara,M,Ziguinchor,53,manioc
4349,Bineta Sall,F,Thiès,36,patate douce
4350,Moussa Diakhate,M,Tivaouane,32,mil
4351,Adama Sall,F,Mbour,26,riz
4352,helene Balde,F,Sédhiou,19,mais
4353,Mamadou Diop Balde,M,Louga,38,igname
4354,Ibrahima Kane,M,Tambacounda,25,arachide
4355,Coumba Senghor,F,Mbour,19,riz
4356,Bineta Kouyaté,F,Mbour,35,coton
4357,Adama Sow,F,Sédhiou,54,riz
4358,Aissatou Ndoye,F,Mbour,19,patate douce
4359,Mariama Ndoye,F,Saint-Louis,28,manioc
4360,Cheikh Cissé,M,Mbour,42,légumes
4361,Mamadou Sow Dieng,M,Saint-Louis,19,patate douce
4362,Mamadou Sarr Gueye,M,Kolda,42,sésame
4363,Mamadou Ndiaye Kane,M,Louga,52,coton
4364,Mamadou Sarr,M,Louga,50,autres
4365,Maty Camara,F,Mbour,48,manioc
4366,Ousmane Diallo,M,Louga,31,mais
4367,Moussa Ndiaye,M,Dakar,38,riz
4368,Coumba Traoré,F,Saint-Louis,45,légumes
4369,Bineta Keita,F,Saint-Louis,41,mais
4370,Abdoulaye Dabo,M,Sédhiou,58,autres
4371,Coumba Dabo,F,Ziguinchor,60,fruits
4372,Mamadou Diop Sow,M,Diourbel,30,coton
4373,Fatou Keita,F,Tambacounda,22,mil
4374,Mariama Diop,F,Matam,25,mais
4375,Mamadou Lamine Cissé,M,Saint-Louis,61,sésame
4376,Maty Traoré,F,Ziguinchor,63,fruits
4377,Mamadou Faye Sarr,M,Sédhiou,40,igname
4378,Maty Thiam,F,Louga,46,manioc
4379,Mariama Sy,F,Thiès,57,arachide
4380,El Hadji Sy,M,Diourbel,62,légumes
4381,Maty Kouyaté,F,Diourbel,54,riz
4382,Pape Toure,M,Thiès,64,igname
4383,Mamadou Sow Senghor,M,Fatick,32,patate douce
4384,Aminata Dabo,F,Mbour,28,coton
4385,Pape Gueye,M,Dakar,55,patate douce
4386,El Hadji Ndoye,M,Tivaouane,51,arachide
4387,Mamadou Faye Dabo,M,Tivaouane,43,légumes
4388,Mamadou Faye Camara,M,Tivaouane,64,patate douce
4389,Coumba Ndoye,F,Louga,28,légumes
4390,Mamadou Dieng,M,Sédhiou,51,igname
4391,Moussa Gassama,M,Louga,33,légumes
4392,Ndeye Diouf,F,Mbour,28,mil
4393,Mariama Diouf,F,Sédhiou,51,patate douce
4394,Sidy Diagne,M,Louga,35,légumes
4395,Mamadou Lamine Diallo,M,Fatick,40,arachide
4396,Modou Toure,M,Matam,27,haricot
4397,Lamine Sow,M,Diourbel,31,mais
4398,Cheikh Ndoye,M,Thiès,59,sésame
4399,Seynabou Sow,F,Louga,36,légumes
4400,Modou Gueye,M,Diourbel,40,manioc
4401,Ndeye Barry,F,Matam,50,fruits
4402,Mamadou Sow Gassama,M,Fatick,57,coton
4403,Mamadou Boubacar Cissé,M,Kaolack,20,haricot
4404,Mamadou Diop Camara,M,Matam,35,igname
4405,Bineta Dieng,F,Louga,50,mais
4406,Mamadou Boubacar Faye,M,Saint-Louis,56,autres
4407,Mamadou Diop Faye,M,Fatick,64,légumes
4408,Lamine Dabo,M,Saint-Louis,52,autres
4409,Fatou Sow,F,Matam,56,légumes
4410,Mamadou Sarr Dabo,M,Sédhiou,33,sésame
4411,Bineta Diop,F,Fatick,51,haricot
4412,Lamine Toure,M,Saint-Louis,52,riz
4413,helene Diouf,F,Dakar,54,igname
4414,Fatou Gassama,F,Mbour,20,arachide
4415,Coumba Diallo,F,Ziguinchor,54,légumes
4416,Coumba Gueye,F,Sédhiou,55,légumes
4417,Mamadou Ndiaye Keita,M,Thiès,25,coton
4418,Mamadou Faye Ndoye,M,Tivaouane,22,patate douce
4419,Seynabou Gueye,F,Saint-Louis,37,coton
4420,Adama Fofana,F,Dakar,40,sésame
4421,Adama Cissé,F,Fatick,26,mais
4422,Moussa Ba,M,Tivaouane,52,patate douce
4423,Modou Diop,M,Thiès,61,igname
4424,Lamine Dabo,M,Ziguinchor,32,igname
4425,Mamadou Sarr Sow,M,Diourbel,64,mais
4426,Maty Gassama,F,Tivaouane,38,manioc
4427,helene Diagne,F,Fatick,56,patate douce
4428,Cheikh Thiam,M,Fatick,56,légumes
4429,Bineta Sall,F,Thiès,31,manioc
4430,Pape Sarr,M,Mbour,21,autres
4431,Mamadou Ndiaye Balde,M,Kaolack,65,mais
4432,Mamadou Lamine Kane,M,Sédhiou,57,sésame
4433,Adama Cissé,F,Diourbel,60,igname
4434,Modou Traoré,M,Thiès,23,patate douce
4435,Ndeye Sow,F,Tivaouane,53,autres
4436,Pape Koulibaly,M,Tambacounda,18,fruits
4437,Sidy Camara,M,Diourbel,27,mais
4438,Cheikh Ndiaye,M,Kaolack,20,riz
4439,Moussa Barry,M,Mbour,58,patate douce
4440,Aminata Gueye,F,Tambacounda,65,coton
4441,Adama Koulibaly,F,Kolda,47,légumes
4442,Moussa Fofana,M,Sédhiou,61,mil
4443,Sidy Sarr,M,Tambacounda,43,riz
4444,Seynabou Keita,F,Ziguinchor,41,sésame
4445,Pape Camara,M,Louga,60,arachide
4446,Babacar Balde,M,Fatick,42,haricot
4447,Fatou Sow,F,Kolda,20,sésame
4448,Mariama Senghor,F,Kaolack,62,manioc
4449,Pape Toure,M,Matam,42,haricot
4450,Maty Gassama,F,Kolda,62,mais
4451,Bineta Thiam,F,Tambacounda,59,arachide
4452,Abdoulaye Traoré,M,Tivaouane,29,légumes
4453,Moussa Bamba,M,Louga,54,légumes
4454,Pape Fall,M,Louga,35,patate douce
4455,helene Diakhate,F,Tivaouane,30,légumes
4456,Ibrahima Kouyaté,M,Tivaouane,44,mais
4457,Aissatou Fofana,F,Tambacounda,38,mais
4458,Ndeye Senghor,F,Saint-Louis,59,coton
4459,Aissatou Ndiaye,F,Mbour,64,sésame
4460,Mamadou Sow,M,Matam,18,riz
4461,Ousmane Sall,M,Tambacounda,61,igname
4462,Mamadou Sow Keita,M,Fatick,62,patate douce
4463,Sidy Camara,M,Sédhiou,34,haricot
4464,Mamadou Lamine Bamba,M,Sédhiou,29,fruits
4465,Mamadou Boubacar Kane,M,Matam,51,mais
4466,Ousmane Senghor,M,Mbour,63,mais
4467,El Hadji Dabo,M,Ziguinchor,24,autres
4468,Mamadou Ndiaye Cissé,M,Dakar,28,autres
4469,Aminata Camara,F,Saint-Louis,40,autres
4470,Adama Ba,F,Kaolack,30,arachide
4471,Ibrahima Diakhate,M,Tambacounda,45,manioc
4472,Pape Sarr,M,Kaolack,48,patate douce
4473,Aminata Cissé,F,Mbour,57,riz
4474,Cheikh Camara,M,Sédhiou,39,mais
4475,helene Bamba,F,Tambacounda,34,patate douce
4476,Coumba Dieng,F,Tivaouane,48,autres
4477,Mariama Fall,F,Diourbel,49,mil
4478,Aissatou Ndiaye,F,Thiès,60,mais
4479,El Hadji Barry,M,Thiès,25,légumes
4480,Mamadou Sow Keita,M,Fatick,54,arachide
4481,Mariama Senghor,F,Kolda,39,arachide
4482,Babacar Traoré,M,Kolda,39,haricot
4483,Mamadou Diop Sow,M,Tivaouane,62,mil
4484,Aissatou Diouf,F,Mbour,38,igname
4485,Mamadou Sow Dabo,M,Tambacounda,31,patate douce
4486,Sidy Bamba,M,Louga,53,arachide
4487,Ndeye Bamba,F,Louga,30,manioc
4488,Mamadou Gassama,M,Thiès,54,arachide
4489,Ibrahima Cissé,M,Tambacounda,52,haricot
4490,Rokhaya Sy,F,Ziguinchor,35,arachide
4491,Mamadou Ndiaye Dabo,M,Thiès,20,igname
4492,Mamadou Faye Diallo,M,Matam,44,autres
4493,Aissatou Diakhate,F,Thiès,64,igname
4494,Coumba Diakhate,F,Ziguinchor,45,arachide
4495,Seynabou Ba,F,Kolda,45,riz
4496,Mariama Diouf,F,Saint-Louis,53,patate douce
4497,Mamadou Sow Gueye,M,Mbour,31,arachide
4498,Sidy Kane,M,Ziguinchor,56,manioc
4499,Babacar Camara,M,Tambacounda,20,mil
4500,Sidy Gueye,M,Dakar,45,manioc
4501,Sidy Diop,M,Sédhiou,41,haricot
4502,El Hadji Dieng,M,Louga,50,mil
4503,Khady Kane,F,Thiès,26,arachide
4504,Maty Bamba,F,Kolda,60,manioc
4505,Sidy Toure,M,Ziguinchor,26,manioc
4506,Mamadou Diop Fall,M,Matam,33,mil
4507,Aissatou Sow,F,Kolda,28,mil
4508,Aminata Diop,F,Dakar,33,manioc
4509,Mamadou Lamine Barry,M,Matam,30,mil
4510,Mamadou Diop Diallo,M,Diourbel,61,mil
4511,Abdoulaye Balde,M,Tivaouane,30,fruits
4512,Mamadou Lamine Balde,M,Dakar,58,coton
4513,Maty Diakhate,F,Dakar,58,mais
4514,Mamadou Diop Sy,M,Diourbel,52,mil
4515,Lamine Gassama,M,Louga,36,mais
4516,Aminata Balde,F,Matam,21,fruits
4517,Coumba Dabo,F,Matam,24,mais
4518,Modou Traoré,M,Sédhiou,52,mais
4519,Sidy Dieng,M,Saint-Louis,28,légumes
4520,Ndeye Balde,F,Kaolack,23,riz
4521,Bineta Ndiaye,F,Tivaouane,28,légumes
4522,Lamine Diouf,M,Fatick,39,autres
4523,Fatou Traoré,F,Thiès,39,autres
4524,Pape Keita,M,Mbour,27,autres
4525,Ndeye Barry,F,Matam,61,arachide
4526,Seynabou Kane,F,Matam,48,légumes
4527,Moussa Gassama,M,Thiès,53,légumes
4528,Mamadou Dabo,M,Diourbel,65,riz
4529,helene Sow,F,Thiès,25,haricot
4530,Moussa Senghor,M,Louga,52,fruits
4531,Adama Keita,F,Dakar,45,mil
4532,Seynabou Diallo,F,Tivaouane,27,igname
4533,Mamadou Kouyaté,M,Louga,46,mil
4534,Ndeye Balde,F,Louga,21,mil
4535,Bineta Sow,F,Diourbel,27,igname
4536,Adama Traoré,F,Kolda,25,mil
4537,Mamadou Sarr Diakhate,M,Louga,63,manioc
4538,Aissatou Keita,F,Thiès,51,patate douce
4539,Lamine Diouf,M,Louga,57,mil
4540,Mamadou Sarr Diouf,M,Kaolack,64,légumes
4541,Pape Diallo,M,Kolda,43,riz
4542,Coumba Traoré,F,Tivaouane,28,mil
4543,Ousmane Fofana,M,Louga,55,mais
4544,Mamadou Ndiaye Toure,M,Ziguinchor,18,sésame
4545,Ndeye Camara,F,Louga,57,arachide
4546,Maty Diouf,F,Kaolack,32,igname
4547,Aminata Diouf,F,Diourbel,31,patate douce
4548,Mamadou Faye Gueye,M,Dakar,34,patate douce
4549,Ndeye Sow,F,Mbour,60,igname
4550,Adama Ba,F,Thiès,38,mais
4551,Mamadou Lamine Diouf,M,Tambacounda,55,arachide
4552,Mamadou Faye Diakhate,M,Diourbel,46,autres
4553,Mamadou Ndiaye Cissé,M,Kaolack,53,manioc
4554,Ndeye Bamba,F,Matam,62,haricot
4555,Adama Camara,F,Thiès,49,mil
4556,Seynabou Ndiaye,F,Kolda,34,patate douce
4557,Mamadou Sarr Senghor,M,Matam,47,autres
4558,Khady Traoré,F,Mbour,55,haricot
4559,Modou Thiam,M,Matam,51,riz
4560,Ibrahima Ba,M,Saint-Louis,37,coton
4561,Khady Bamba,F,Matam,62,sésame
4562,Mamadou Faye Diop,M,Matam,49,manioc
4563,Sidy Balde,M,Matam,46,mais
4564,Khady Gassama,F,Sédhiou,64,mais
4565,helene Thiam,F,Sédhiou,23,haricot
4566,Khady Sow,F,Mbour,63,patate douce
4567,Mariama Keita,F,Louga,31,mil
4568,Khady Dabo,F,Kolda,38,coton
4569,Modou Thiam,M,Thiès,26,riz
4570,Mamadou Lamine Toure,M,Diourbel,54,manioc
4571,Mamadou Boubacar Faye,M,Ziguinchor,39,sésame
4572,Mamadou Ndiaye Diakhate,M,Diourbel,46,igname
4573,Ndeye Balde,F,Dakar,53,riz
4574,Ndeye Gassama,F,Dakar,54,fruits
4575,Bineta Diallo,F,Kaolack,34,légumes
4576,Khady Thiam,F,Tambacounda,23,fruits
4577,Coumba Sarr,F,Kolda,57,fruits
4578,Ousmane Diallo,M,Dakar,24,igname
4579,Abdoulaye Toure,M,Tambacounda,20,riz
4580,Sidy Senghor,M,Fatick,60,riz
4581,Mariama Dieng,F,Kolda,37,riz
4582,Modou Sow,M,Mbour,47,igname
4583,Mariama Kouyaté,F,Matam,57,légumes
4584,Seynabou Thiam,F,Tivaouane,26,arachide
4585,Adama Koulibaly,F,Thiès,57,fruits
4586,Mamadou Diagne,M,Thiès,34,mais
4587,Moussa Barry,M,Tambacounda,40,mais
4588,Maty Sow,F,Matam,52,mais
4589,Abdoulaye Thiam,M,Thiès,53,fruits
4590,Moussa Koulibaly,M,Saint-Louis,40,manioc
4591,Adama Diakhate,F,Fatick,33,mais
4592,Mamadou Diallo,M,Tambacounda,41,fruits
4593,Pape Camara,M,Saint-Louis,34,coton
4594,helene Balde,F,Mbour,21,igname
4595,Maty Sy,F,Diourbel,42,légumes
4596,Aminata Toure,F,Dakar,35,sésame
4597,Mamadou Boubacar Diallo,M,Tivaouane,42,riz
4598,Mamadou Faye Diagne,M,Mbour,19,fruits
4599,Mamadou Boubacar Dabo,M,Louga,54,arachide
4600,Mamadou Ndiaye Diallo,M,Sédhiou,65,manioc
4601,Ndeye Diakhate,F,Thiès,34,coton
4602,Ousmane Ndoye,M,Ziguinchor,50,patate douce
4603,Adama Barry,F,Tivaouane,38,légumes
4604,Aminata Barry,F,Kolda,43,igname
4605,Moussa Thiam,M,Diourbel,29,manioc
4606,Pape Diouf,M,Dakar,51,patate douce
4607,Modou Ndoye,M,Louga,36,patate douce
4608,Mamadou Lamine Koulibaly,M,Tambacounda,18,igname
4609,Lamine Barry,M,Kaolack,28,mil
4610,Coumba Gueye,F,Kaolack,48,riz
4611,Moussa Ndoye,M,Mbour,61,autres
4612,Fatou Fofana,F,Thiès,35,igname
4613,Mamadou Sarr Ndiaye,M,Mbour,53,mais
4614,Seynabou Kouyaté,F,Louga,19,arachide
4615,Sidy Gassama,M,Tivaouane,52,légumes
4616,helene Kouyaté,F,Ziguinchor,21,riz
4617,Fatou Gassama,F,Ziguinchor,58,patate douce
4618,Lamine Kane,M,Matam,45,patate douce
4619,Babacar Ndoye,M,Diourbel,61,arachide
4620,Mamadou Faye Diagne,M,Tivaouane,56,riz
4621,Rokhaya Camara,F,Ziguinchor,56,légumes
4622,Modou Barry,M,Mbour,41,riz
4623,Khady Diouf,F,Sédhiou,35,patate douce
4624,Rokhaya Sy,F,Ziguinchor,42,patate douce
4625,Mamadou Sarr Barry,M,Sédhiou,61,légumes
4626,Aminata Sarr,F,Thiès,41,fruits
4627,Mamadou Sarr Ndiaye,M,Tambacounda,33,légumes
4628,Seynabou Cissé,F,Sédhiou,55,mais
4629,Maty Bamba,F,Diourbel,62,patate douce
4630,Mamadou Traoré,M,Matam,59,manioc
4631,Ndeye Dieng,F,Tivaouane,61,mil
4632,Modou Ba,M,Louga,64,légumes
4633,Modou Bamba,M,Kaolack,19,igname
4634,Modou Dieng,M,Saint-Louis,35,arachide
4635,Rokhaya Dieng,F,Matam,46,mil
4636,Khady Kane,F,Tivaouane,29,coton
4637,Modou Ndoye,M,Saint-Louis,50,légumes
4638,Moussa Fofana,M,Kaolack,60,légumes
4639,Cheikh Diallo,M,Sédhiou,59,patate douce
4640,Sidy Kane,M,Tivaouane,56,patate douce
4641,Moussa Diop,M,Dakar,36,haricot
4642,Seynabou Camara,F,Thiès,51,autres
4643,Maty Camara,F,Tambacounda,58,igname
4644,Khady Fofana,F,Thiès,49,haricot
4645,Fatou Toure,F,Kolda,55,légumes
4646,Modou Ndoye,M,Saint-Louis,54,patate douce
4647,Coumba Sow,F,Matam,61,riz
4648,Bineta Ba,F,Kolda,36,manioc
4649,Moussa Diop,M,Dakar,20,sésame
4650,Seynabou Traoré,F,Mbour,23,riz
4651,Adama Kouyaté,F,Fatick,55,coton
4652,Mamadou Lamine Fofana,M,Louga,40,coton
4653,Mamadou Lamine Ba,M,Sédhiou,58,manioc
4654,Lamine Gueye,M,Louga,57,mil
4655,Seynabou Camara,F,Matam,51,patate douce
4656,El Hadji Camara,M,Ziguinchor,34,mil
4657,Adama Faye,F,Mbour,40,igname
4658,Mamadou Sow Koulibaly,M,Kaolack,62,sésame
4659,Khady Diallo,F,Kolda,52,mais
4660,Moussa Ndiaye,M,Kolda,44,mais
4661,Maty Thiam,F,Thiès,41,mil
4662,Mamadou Faye Kouyaté,M,Louga,42,sésame
4663,Mamadou Lamine Faye,M,Diourbel,27,haricot
4664,Maty Kane,F,Louga,32,manioc
4665,Fatou Gueye,F,Fatick,62,autres
4666,Khady Kouyaté,F,Fatick,43,mais
4667,Khady Kane,F,Diourbel,53,igname
4668,Modou Camara,M,Thiès,42,haricot
4669,Mamadou Sarr Diallo,M,Louga,18,haricot
4670,Modou Gassama,M,Sédhiou,40,mil
4671,Mamadou Boubacar Fall,M,Sédhiou,44,igname
4672,Fatou Keita,F,Tivaouane,53,manioc
4673,El Hadji Cissé,M,Kolda,21,mais
4674,Pape Diop,M,Tambacounda,64,coton
4675,Rokhaya Diagne,F,Dakar,62,igname
4676,Mamadou Faye Diakhate,M,Dakar,28,fruits
4677,Pape Kane,M,Saint-Louis,22,haricot
4678,Mamadou Barry,M,Dakar,28,mil
4679,Rokhaya Traoré,F,Kaolack,40,haricot
4680,Mamadou Kane,M,Dakar,51,haricot
4681,Mariama Sy,F,Sédhiou,41,mil
4682,Ousmane Keita,M,Tambacounda,54,haricot
4683,Mamadou Diop Senghor,M,Fatick,55,sésame
4684,Aminata Thiam,F,Diourbel,31,fruits
4685,Seynabou Thiam,F,Kolda,34,mil
4686,Mamadou Ndiaye Fall,M,Tivaouane,55,riz
4687,Bineta Sarr,F,Thiès,48,autres
4688,Mamadou Faye Sarr,M,Ziguinchor,50,patate douce
4689,Lamine Thiam,M,Fatick,35,sésame
4690,helene Barry,F,Fatick,36,coton
4691,Khady Toure,F,Tivaouane,52,arachide
4692,Khady Keita,F,Dakar,65,mais
4693,El Hadji Diouf,M,Kolda,30,sésame
4694,Khady Thiam,F,Sédhiou,37,mil
4695,Mariama Camara,F,Fatick,23,fruits
4696,Sidy Diallo,M,Louga,37,haricot
4697,Ndeye Toure,F,Ziguinchor,40,fruits
4698,Cheikh Barry,M,Tambacounda,64,igname
4699,Modou Fofana,M,Diourbel,59,mais
4700,Ibrahima Ndiaye,M,Louga,30,patate douce
4701,Pape Barry,M,Tivaouane,22,mil
4702,Seynabou Dieng,F,Diourbel,56,patate douce
4703,Maty Ndoye,F,Dakar,34,manioc
4704,Maty Traoré,F,Tivaouane,29,haricot
4705,Ibrahima Sall,M,Ziguinchor,35,patate douce
4706,Ibrahima Sow,M,Saint-Louis,31,riz
4707,El Hadji Sow,M,Fatick,27,coton
4708,Aminata Faye,F,Saint-Louis,23,haricot
4709,Mamadou Sow Dieng,M,Sédhiou,57,mais
4710,Maty Camara,F,Thiès,39,autres
4711,El Hadji Koulibaly,M,Kolda,55,autres
4712,helene Fall,F,Matam,35,mais
4713,Mamadou Diop Sall,M,Mbour,43,mil
4714,Mamadou Sarr Thiam,M,Mbour,28,manioc
4715,Pape Dabo,M,Ziguinchor,53,riz
4716,Bineta Kane,F,Tivaouane,26,sésame
4717,Aminata Cissé,F,Diourbel,22,sésame
4718,Ousmane Sall,M,Fatick,19,igname
4719,Modou Gassama,M,Kaolack,42,arachide
4720,Moussa Barry,M,Matam,46,arachide
4721,Khady Senghor,F,Thiès,45,manioc
4722,Sidy Traoré,M,Dakar,51,patate douce
4723,Aissatou Barry,F,Thiès,63,manioc
4724,Aissatou Kouyaté,F,Ziguinchor,23,patate douce
4725,Pape Diouf,M,Louga,32,fruits
4726,Ndeye Koulibaly,F,Matam,51,sésame
4727,Mamadou Sow Sarr,M,Saint-Louis,36,coton
4728,Rokhaya Keita,F,Sédhiou,57,riz
4729,Aissatou Sarr,F,Mbour,53,fruits
4730,Mamadou Diop Ndoye,M,Tivaouane,62,mil
4731,Mamadou Boubacar Sy,M,Fatick,43,légumes
4732,Khady Toure,F,Diourbel,46,arachide
4733,Rokhaya Ndoye,F,Diourbel,45,riz
4734,Mamadou Lamine Faye,M,Sédhiou,23,riz
4735,Fatou Sow,F,Matam,35,igname
4736,Mariama Ndoye,F,Kolda,61,légumes
4737,Lamine Faye,M,Thiès,37,légumes
4738,Mariama Sy,F,Kolda,42,mais
4739,Lamine Diagne,M,Kolda,47,riz
4740,Mamadou Sarr Keita,M,Kaolack,20,igname
4741,Pape Barry,M,Kolda,24,sésame
4742,Mamadou Sow Sow,M,Tivaouane,27,patate douce
4743,Mamadou Faye Faye,M,Matam,65,légumes
4744,Mamadou Faye Kouyaté,M,Diourbel,49,riz
4745,Mamadou Diop Kouyaté,M,Dakar,40,autres
4746,Mariama Diop,F,Sédhiou,20,fruits
4747,Coumba Ba,F,Fatick,24,mil
4748,Abdoulaye Diallo,M,Ziguinchor,49,fruits
4749,Moussa Traoré,M,Matam,27,manioc
4750,Mamadou Diop Barry,M,Kaolack,45,riz
4751,Coumba Ndoye,F,Kaolack,59,igname
4752,Rokhaya Balde,F,Kaolack,33,sésame
4753,Rokhaya Kane,F,Dakar,41,manioc
4754,Abdoulaye Gassama,M,Tambacounda,37,sésame
4755,Babacar Ba,M,Kaolack,53,mais
4756,Mamadou Sow Gueye,M,Thiès,31,riz
4757,Aissatou Diallo,F,Sédhiou,50,mais
4758,Aissatou Dabo,F,Dakar,56,haricot
4759,Sidy Dabo,M,Louga,57,haricot
4760,Fatou Sall,F,Diourbel,41,igname
4761,Ousmane Bamba,M,Ziguinchor,39,sésame
4762,Pape Senghor,M,Tivaouane,48,igname
4763,helene Faye,F,Ziguinchor,52,manioc
4764,Khady Dieng,F,Ziguinchor,52,fruits
4765,Fatou Diagne,F,Dakar,18,autres
4766,Ndeye Faye,F,Kaolack,43,manioc
4767,Mamadou Diop Dieng,M,Mbour,20,autres
4768,El Hadji Ba,M,Louga,50,sésame
4769,Coumba Dabo,F,Ziguinchor,53,igname
4770,Rokhaya Cissé,F,Louga,32,riz
4771,Babacar Bamba,M,Diourbel,21,autres
4772,Fatou Camara,F,Kaolack,65,igname
4773,Mamadou Faye Diouf,M,Thiès,52,riz
4774,Lamine Sarr,M,Matam,27,patate douce
4775,Mamadou Boubacar Fofana,M,Louga,27,mil
4776,Coumba Ba,F,Kaolack,48,mil
4777,Adama Fall,F,Sédhiou,38,patate douce
4778,Moussa Sow,M,Tambacounda,26,arachide
4779,Aissatou Diagne,F,Ziguinchor,49,sésame
4780,Seynabou Ndiaye,F,Kaolack,61,mais
4781,Moussa Thiam,M,Tivaouane,58,mil
4782,Mamadou Sow Diallo,M,Mbour,54,coton
4783,Mamadou Ndiaye Camara,M,Tivaouane,54,mil
4784,Lamine Diouf,M,Diourbel,57,sésame
4785,Mamadou Cissé,M,Dakar,40,patate douce
4786,Mariama Bamba,F,Tivaouane,57,autres
4787,Pape Diallo,M,Tambacounda,26,riz
4788,Coumba Cissé,F,Tambacounda,29,autres
4789,Cheikh Fall,M,Ziguinchor,58,riz
4790,Ousmane Diouf,M,Kolda,47,mil
4791,Khady Ndoye,F,Ziguinchor,45,sésame
4792,Mamadou Fall,M,Tivaouane,39,sésame
4793,Sidy Faye,M,Dakar,34,arachide
4794,Mariama Sy,F,Saint-Louis,50,mil
4795,Seynabou Bamba,F,Kaolack,56,mais
4796,Aissatou Barry,F,Louga,61,sésame
4797,Bineta Kouyaté,F,Diourbel,56,igname
4798,El Hadji Sow,M,Mbour,27,coton
4799,El Hadji Thiam,M,Dakar,50,légumes
4800,Mariama Diouf,F,Tambacounda,34,légumes
4801,Fatou Kane,F,Kolda,28,mais
4802,Ibrahima Diakhate,M,Tambacounda,55,manioc
4803,Adama Toure,F,Matam,21,arachide
4804,Sidy Sarr,M,Thiès,57,arachide
4805,Mamadou Sarr Sarr,M,Tivaouane,23,manioc
4806,Coumba Dieng,F,Ziguinchor,35,mais
4807,Adama Sall,F,Ziguinchor,57,mais
4808,Bineta Diallo,F,Kaolack,48,riz
4809,helene Gueye,F,Sédhiou,45,haricot
4810,Seynabou Bamba,F,Sédhiou,48,igname
4811,Maty Ndoye,F,Fatick,23,riz
4812,Mamadou Boubacar Gueye,M,Louga,42,coton
4813,Rokhaya Ba,F,Kaolack,20,coton
4814,Aminata Kane,F,Diourbel,28,coton
4815,Mamadou Diop Fofana,M,Mbour,38,coton
4816,Mamadou Ndiaye Kane,M,Ziguinchor,34,igname
4817,El Hadji Senghor,M,Kolda,34,sésame
4818,Mamadou Ndiaye Kouyaté,M,Tivaouane,55,légumes
4819,Mamadou Boubacar Faye,M,Louga,50,igname
4820,Moussa Ba,M,Kolda,45,manioc
4821,Adama Ba,F,Ziguinchor,60,mil
4822,Coumba Sow,F,Tivaouane,39,igname
4823,Mariama Ndiaye,F,Tivaouane,25,fruits
4824,Modou Sarr,M,Ziguinchor,24,haricot
